,sentence,intent
9767,healess ass niggah,Offensive
9768,healess ass niggah aday,Offensive
9769,heat bitch,Offensive
9770,heeellllooo bitch keep hitting nigga phone still enteain,Offensive
9771,helga bitch reason,Offensive
9772,hell believe  lol still look good smaller half ho,Offensive
9773,hell naw fuck wit phonies tell yo bitch young rich homi,Offensive
9774,hell yeah bitch gon go ham,Offensive
9775,hell yuhh hit haha nigga gmula cheweing one takes chug sniffey,Offensive
9776,hella ho,Offensive
9777,hella ordered beani,Neither
9778,hello american people name eric cantor lying piece bird poo,Neither
9779,hello october irrelevant bitch worries november com,Offensive
9780,hello new followers anime loving nigger poor afford laptop resulting mw theater player dah,Offensive
9781,hello bitches want keep lies self,Offensive
9782,help speed process fucking bitch feel,Offensive
9783,excuse die u gold even like yellow gold anymore gave min,Neither
9784,pussy clean dance dii,Offensive
9785,pussy good like left someth,Offensive
9786,pussy sweeter fresh fruit gushin drink best juic,Offensive
9787,pussy wet call fiji wat,Offensive
9788,go welcome titty show typa ass see video fuck nut like silly ho,Offensive
9789,kimora boobies unlock slice bitch,Offensive
9790,bitch go lol,Offensive
9791,nigga go  damn dark skinned hoes havin ass lookin like pokemon,Offensive
9792,go brownies go woof woof,Neither
9793,go fat bitch staed talking never stop,Offensive
9794,yall hoes go dicc ridin amp shit,Offensive
9795,heres thought dont valentine bc mean ugly bitch haha,Offensive
9796,hey fans anyone wondering yellow tab back collar teams champion,Neither
9797,hey nigger learn blacks league conduct,Hate
9798,hey fans good scor,Neither
9799,hey dis angry white man called nigger answer da door time fit delivering pizza,Offensive
9800,hey okrah wake already already know bammy moochie commies stop racist whitey hate crap,Offensive
9801,hey bitch adam showed bring b,Offensive
9802,hey bitches ic tonight dial digit,Offensive
9803,hey everybody white iron band plays saturday slopes lutsen mn papa charlie going r,Neither
9804,hey stir spider rockstar monster together chug would definitely hospitalized maybe asking friend,Neither
9805,hey ladies ask question yall niggas fkn lame baddest bitches wit lamest nigga,Offensive
9806,hey morons political bush raised terror threat right election lmao u,Offensive
9807,hey folk nigger loving jew boy asked making death threats goat fucking people fuck,Hate
9808,hey gonna get so bird tattooed body accompanied anchor rope situation one right right,Neither
9809,hey people bird watching realize like hundreds literally hundreds free pictures boobs internet right,Offensive
9810,hey bitch mini van stop riding ass power vehicle stop alreadi,Offensive
9811,hey aside graduation cap like fuck bitch detroit,Offensive
9812,hey like stupid white bitch horror movie asks hide behind chainsaws kay,Hate
9813,hi charlie eating leftover candi,Neither
9814,hidey hidey ho,Offensive
9815,high school tough everyone grow fuck stop little bitch tag line new speaking tour,Offensive
9816,high bitch bong rips steady smoking g nigga jorg,Offensive
9817,high hoe played cooooool,Offensive
9818,high hoe watching wolf wall street,Offensive
9819,high hoe bitch ass benni,Offensive
9820,high hoe hitting bowl nigga rick,Offensive
9821,high thenna bitch tweet,Offensive
9822,higher den bitch,Offensive
9823,highhhhh watching dawn planet ap,Neither
9824,highland bitchk bitches stupid bloods fuck deja tho,Offensive
9825,big ass smile eyes chink,Hate
9826,bitch ass hoe ass nigga prolly get pussi,Offensive
9827,bitch ass way matt,Offensive
9828,bitch wan fuck cuz sneak dissin,Offensive
9829,boyfriend gonna like make team straight fag rams really cut michael sam wow,Offensive
9830,hair cute wit sessy face ex bitch liked picture shit like fucc,Offensive
9831,hit bitch car bomb,Offensive
9832,hit bitch like shaggy lik,Offensive
9833,hit pass pussy elast,Offensive
9834,hit plans nig,Offensive
9835,hit plans mah nig,Offensive
9836,hit car another rock ass time bitch,Offensive
9837,hitler finish u nigger ur jew confronts u street,Hate
9838,hittin licks get outta amp yo boys pussy cat,Offensive
9839,hitting women wrong morally bitches get raped kidknapped beat sold sex slaves gonna end,Offensive
9840,hmm  every bitch fucked wit hoe never met real female lif,Offensive
9841,hmm ass chunky brain insan,Offensive
9842,hmu talmbout match pull niccas wit ya,Neither
9843,hoe bitches act turn chris breezi,Offensive
9844,hoes wana fuck nigga back bitches wana fuck nigga,Offensive
9845,hoes bandwagon bitch gaggin jet laggin ap,Offensive
9846,hoes always blaming hoes ho,Offensive
9847,hoes always saying niggas hoes ho,Offensive
9848,hoes always tryna say look like celebrity bitch like hoe love krenshaw sit yo basic ass,Offensive
9849,hoes dey hoe pos,Offensive
9850,hoes bringing friends around nigga nigga end fucking bitch friend bitch even kno,Offensive
9851,hoes like hoes like hoes lik,Offensive
9852,hoes like niggas hoes meet yo ass,Offensive
9853,hoes making twerk videos talking bout playing around bitch know seri,Offensive
9854,hoes prayin niccas dnt kno dat background,Offensive
9855,hoes get bitch talk irrelevant shit,Offensive
9856,hoes gon always hoes hoe ways least,Offensive
9857,hoes gon hoes let,Offensive
9858,hoes gone hoes thats none busi,Offensive
9859,hoes gone ho,Offensive
9860,hoes hang wit hoes cuz dey got da hobbi,Offensive
9861,hoes respect niggas get strait point lead bitch crash den adressed clear,Offensive
9862,hoes thnk nigga thats ridin fence sta givin lil attention u hoe wishywashy ass nigga oh,Hate
9863,hoes hoes lol,Offensive
9864,hoes hoes nd ratchets well u know,Offensive
9865,hoes hoes monday saturday amp staing sunday church servic,Offensive
9866,hoes ho,Offensive
9867,hoes put ya man location bio get mad think ho,Offensive
9868,hoi fai moke hau,Neither
9869,hokis pokis bitch,Offensive
9870,hold ghetto labeled endorsed vodka brands rum silly day,Neither
9871,hold lebron dwade wedding got uninvited leaving miami hoe shit see quick call broth,Offensive
9872,hold women leaving good men quotes seen nigga girl post instagram copied google u hoes crazi,Offensive
9873,holder justice depament interested facts race hustling bitches disgrac,Hate
9874,holy fuck bomb ass bitches buc e,Offensive
9875,holy fuck white bitch baby daddy straight goes uses condoms anyways bitch maybe stay outta clin,Offensive
9876,holy monkey balls warm today,Neither
9877,holy sheep shit instagram coons age im seeing pictures like weeks ago haha,Offensive
9878,holy shit retard episode wheel foune fantast,Offensive
9879,home chicken penne alfredo oreos banjo,Neither
9880,homemade soup good vegetables side crack,Neither
9881,homework boonies date caitlin tonight gt gt,Neither
9882,honestly think would trash young man fuck bitch smack mother prolly shot ugly ass dog,Offensive
9883,honestly point doubt fuck miley cyrus anymore bitch mess,Offensive
9884,honestly hoodiest ratchet bitch asked prom der,Offensive
9885,honestly enough bad bitches universe everyone including dyk,Offensive
9886,honkey ass bitch tryna tell shit,Offensive
9887,hood niggas bitches love emojis lmfao,Hate
9888,hope kno wen u eat pussy u one inch away death,Offensive
9889,hope find bitch ass satisfies ya ne,Offensive
9890,hopefully niggah buys gamma cause w,Offensive
9891,horny japanese milf showers toys soaking wet pussi,Offensive
9892,horny milf sexy lingerie old pussy pummeled hard dick,Offensive
9893,horny called asking buy drink morning jiggaboo walks sonic drink hand,Neither
9894,horny cougar gets two cocks shoved pussi,Offensive
9895,horny mature babe kimono pussy fingered fuck,Offensive
9896,horse racing bitch,Offensive
9897,houston many trash driv,Neither
9898,beat pussi,Offensive
9899,supposed know butch dyke yeen got beard man,Offensive
9900,paul gonna pick ball score bitch thevrefs warriors bench without get,Offensive
9901,charles charge movie shia lebouf charlie ryan gosling buddi,Neither
9902,supposed talk shit bitch ass twitter lt,Offensive
9903,gonna cunt friend,Offensive
9904,bout redskin,Neither
9905,take style back niccas niccas taking style way preach futur,Offensive
9906,woman take u serious hoe mean  nigga take serious youre hoe lol lik,Offensive
9907,dre drop much cunts illegally download go itunes get fuckin hardcore cd shop,Offensive
9908,say want nigga friendly pussy like casper friendly ghost,Offensive
9909,come pray find time bitch,Offensive
9910,could bitch,Offensive
9911,could meeeeeee bitch,Offensive
9912,da fucc gone believe selling bricks wit diy ass kicks nicca u sellin shit,Offensive
9913,get stuck worlds biggest cunt sister wanna set cunt fire send straight hel,Offensive
9914,tell cashier tryna fuck right pussi,Offensive
9915,ask broad eat pussi,Offensive
9916,bloke someone insta dumb bitch scar,Offensive
9917,go sleep night bitch one sleeping youuu,Offensive
9918,greet friends yo bitch,Offensive
9919,photoshop still ugly like cheating test still failing ashamed bitch,Offensive
9920,filthy cunt pretend obama threatening amnesty vastly egregious boehner obamacar,Offensive
9921,move room full stay faithful room full ho,Offensive
9922,angry birds movie going work floating bird head,Neither
9923,yellow ronaldo full body bumping ref,Neither
9924,long redskins change nsme memorabilia w redskind name deemef racist therefore illegal thought,Neither
9925,long going let fools continue stop pussy footin amp disperse whatever means necessari,Neither
9926,many players k hits put conversation best yankee ever numbers demand,Neither
9927,many times hoes look picture day,Offensive
9928,mich time p p hold nigga bitch catch,Offensive
9929,bestf gon call people like ima regular niggah smh,Offensive
9930,gung ho,Neither
9931,stay faithful room full ho,Offensive
9932,tf act like bitch,Offensive
9933,hell david murphy hit home run clearly yellow line another umpire mess smh,Neither
9934,ugly ass nigga gets pussi,Offensive
9935,u know u dont get real life pussy carin bout enterin dms  mael enter dms anytim,Offensive
9936,associate even enteain bitch ass nigga beyond comprehens,Offensive
9937,cry like bitch every time chiefs fans friendly deb,Offensive
9938,fucc cash u hoe going respect u poccets brok,Offensive
9939,gone wife bitch let niggas lick head publ,Offensive
9940,gonna use name talmbout pussy tastes lol,Offensive
9941,gon sta mess try break man home racks kill hoe breezy fam,Offensive
9942,like apples pineapple bitch,Offensive
9943,livin ho,Offensive
9944,look like big bad mama make fun pretty bitch wow,Offensive
9945,rap getcho bitch  ya music put mic bro,Offensive
9946,stay faithful room full ho,Offensive
9947,unblock bitch,Offensive
9948,bitch wearing high heals right,Offensive
9949,work bitch,Offensive
9950,hugh heffner gonna life suppo still gettin pussi,Offensive
9951,hugh hefner lived life us men dream man still gettin pussy w,Offensive
9952,hugs kisses hugs gives warm fuzzy feel,Neither
9953,hull yuh mudda cunt  six strikers set clasico,Offensive
9954,humble personality hoe  best non physical feature opposite sex,Offensive
9955,hungry ferkin nip,Offensive
9956,hungry ho,Offensive
9957,hunkie resoing dick kick,Offensive
9958,hunnit hoes house amp fckn watch dog ass kb ball ion see bih cause broke hell places goin broke jail,Offensive
9959,hurry nigga last key dont kno fiberglass safe get bitch need glass key,Offensive
9960,hurry nigga last key dont know fiberglass safe get bitch need glass key,Offensive
9961,hustling aint everybody either jus like ceain niccas hoop play football ceain niccas hustl,Offensive
9962,hypocritical little bitch,Offensive
9963,confess gt sneaks pussy night gt paints wife gt,Offensive
9964,dont fuck wit youuuuuuuu lil stupid ass bitch,Offensive
9965,fucken stand little cunts write damn essay feel something facebook,Offensive
9966,watched single episode however watching reunion coon shit mean levels ratchet,Neither
9967,listen based god one time im based bitch stfu like stay outa based gam,Offensive
9968,love amp days remind bih control impoant later life miss baby bird come hom,Neither
9969,minute bitches left nigga hoes forgot like neva met nigga,Offensive
9970,absolutely love shanti regardless go bitch,Offensive
9971,actually get erin think really nice bit two faced bitch tim,Offensive
9972,actually hate bitch,Offensive
9973,adopted bitch,Offensive
9974,finna sleep bitch clock finish noddin meet top,Offensive
9975,neva care ah bitch say bout,Offensive
9976,killer push revenge like sweetest joy next getting pussi,Offensive
9977,afraid cut bitch open package somethin,Offensive
9978,fair since like wanted go since either reason many nigg,Hate
9979,bout listen nigga rap eating pussi,Offensive
9980,buying pussy got many follow,Offensive
9981,cuffing bitch posting sex gif maybe differ,Offensive
9982,cutting hair u hoes hc,Offensive
9983,turnin bitch,Offensive
9984,even know white girls good pussy like dat eitha lbv,Offensive
9985,fenna locked hours day beating dick guilty mf fucking free world pussi,Offensive
9986,going movies hoe straight sex,Offensive
9987,got ho,Offensive
9988,got pussy weed bitch suck dick diet,Offensive
9989,got type bad bitches thing lik,Offensive
9990,got time hoe tell hop whip amp shut cadillac do,Offensive
9991,bitch got licens,Offensive
9992,really trippin money yo shit constantly comes like bitch pussi,Offensive
9993,stressin hoes know dat,Offensive
9994,talking onna phone butch straight texting ion wanna go movies bitch sexin,Offensive
9995,trying fuck bitch want w,Offensive
9996,aint mad bitches thats ho,Offensive
9997,aint mad thats ho,Offensive
9998,aint never prob bitch nigga thts yo nigga cool im older enough go find anoth,Offensive
9999,aint killa dont push revenge sweetest joy next gettin pussi,Offensive
10000,aint saying bitch acting like female dog,Offensive
10001,almost beat bitch,Offensive
10002,almost blacked little cunt disrespecting tule disrespect gorilla,Offensive
10003,almost ran fine red bitch,Offensive
10004,almost stepped bird running around floor ah creepi,Neither
10005,almost nice realized people need toughen stop emotional bitch,Offensive
10006,already done exposed facebook ho,Offensive
10007,already know buy many bitches drinks tonight never fuck life hits misses gotta take ch,Offensive
10008,already know wilson gone hoe later let gone get ammo,Offensive
10009,already know trash tatted list things want nigga,Hate
10010,also dream went fob show fob rude getting badly hit creep,Neither
10011,always felt funny chick calling daddy sound sexy bitch need go find dad,Offensive
10012,always listen ghetto ass rap get ready football gam,Offensive
10013,always look like bitch,Offensive
10014,always love vent bitch,Offensive
10015,always soprised dat mo followers den color,Neither
10016,always wanted bull dog hoes clean fuck pit,Offensive
10017,yankee bih lived much life noh see diff level rac,Neither
10018,celestial body hello,Neither
10019,currently using yellow marker literally called spanish orange drawing absolute perfect,Neither
10020,extremely sad admit best st century arabic rhymes written jihadi,Neither
10021,equality law people white black red yellow blue homo hetero well draw lin,Offensive
10022,hungrier den bitch,Offensive
10023,legend bitch,Offensive
10024,side bitch,Offensive
10025,listen joe bitch things tell half truths viewers deserve bett,Offensive
10026,damn done dealing hoes kids pueo rican dominican car,Offensive
10027,daddy girl crazy drop bitch second dad bro,Offensive
10028,little bitch today,Offensive
10029,pussi,Offensive
10030,real vampire nigg,Offensive
10031,u said bitch,Offensive
10032,approve message good pussy mufucka,Offensive
10033,asked two best friends describe three words get back boss ass bitch sho feisty mexican love friend,Offensive
10034,asked name bird ancient egyptians used sun god heru horus pheonix firebird,Neither
10035,ate monkey,Neither
10036,b quick dub bitch sad,Offensive
10037,b tryna remind bitches knew u b dis social network fam,Offensive
10038,based niggas bitch look,Offensive
10039,chillin wit bitches cuz lotta niccas fak,Offensive
10040,damn go ova dea n get ass blown kno wat look like bitch play call duty frequ,Offensive
10041,drippin much damn sauce got bitches ready lick,Offensive
10042,jamming skid row kix cinderella damn yankees bon jovi def leppard whitesnake extreme vinnie vincent invasion ratt scorpions etc,Neither
10043,joked half broads brag good pussy head gam,Offensive
10044,like nigga real mark ass bitch lol,Offensive
10045,like bitch please lol,Offensive
10046,lonely ho,Offensive
10047,lying got theses bitches like u fuckin mind really focus money,Offensive
10048,bitch quick,Offensive
10049,ready tell bitch shut da fuck lol,Offensive
10050,sayin done drinkin everyday one friends hit like gotta case faggots turn free b,Hate
10051,seein bitches whip wit boyfriend lookin like dad eye ballin comes ole salty ass bf,Offensive
10052,stalking ho,Offensive
10053,teaching bitches clear bong mon,Offensive
10054,telling mcgi music enough gotta non music related agenda crackers want sell something fac,Offensive
10055,try log ig like pics bitches dont posting p,Offensive
10056,using fufu bitch,Offensive
10057,waiting bitch sneak diss ing idc,Offensive
10058,waking niccas lol,Offensive
10059,waking new shit like fuck bitch shit,Hate
10060,beat pussi,Offensive
10061,beat pussy yg,Offensive
10062,become bitch day day,Offensive
10063,getting bitches whole life getting money whole lif,Offensive
10064,getting money worried bout ho,Offensive
10065,getting money worried bout ho,Offensive
10066,getting money worried ho,Offensive
10067,goin thru shit niggas bitch lookin like wanna switch,Offensive
10068,atlanta mins nd got bad hoes numb,Offensive
10069,hospital since tryna stay awake hrs sip usse pay rest coon,Offensive
10070,slackin ice game needa cop watch fuck instagram hoe amp press block,Offensive
10071,thugging theses hoes since pre school,Offensive
10072,mushroom mountainonce twice countin nothin comparesto blue amp yellow purple pil,Neither
10073,way consistent niggas drop trash get appreci,Offensive
10074,stud year bitch attitude nasti,Offensive
10075,beg differ lip bittin shit dis bitch bit lip nd tried suck blood aint shit sexi,Offensive
10076,bent yo bitch mad niggas broke laugh,Offensive
10077,bet rey go crazy ona bitch jack llab,Offensive
10078,bet took twitter cencus least basic ass bitch,Offensive
10079,bet nigga got charged murder tha intro gucci vs guwop cause straight killed ho,Offensive
10080,bet bitches trying set,Offensive
10081,bet u john elway gets way pussy john dorsey,Offensive
10082,bet gonna see game loan player reviews people much cunt,Offensive
10083,bet think chill savage huh fucking faggot,Hate
10084,bitch lot coo,Offensive
10085,bitch tell addicted pussy lookin pass,Offensive
10086,bought went back neighborhood busted bitch,Offensive
10087,bought sumblime shi bihday kinda wanna cunt ask back lol,Offensive
10088,bought hummus broccoli need snacks shit  need buy crackers shit,Offensive
10089,broke baby outta thug stage n turned pussy hard show feelings lit bit,Offensive
10090,called least times make hair appointment bitches pick guess stop make appoint,Offensive
10091,called work n bitch said might want go back,Offensive
10092,bitch fin,Offensive
10093,vengeful cunt,Offensive
10094,fuck yo bitch,Offensive
10095,guarantee bitches follow,Offensive
10096,hear birds outsid,Neither
10097,hear mom playing flappy bird living room,Neither
10098,hear birds chirpin,Neither
10099,jig jig jig like new jigging got much could really gotta shap,Neither
10100,set hoe fir,Offensive
10101,make bitch fam,Offensive
10102,make dike say leavin lady make lady say leavin pussy ass nigga gave babi,Offensive
10103,neva count stash cause always lose count neva keep bitch cuz put ho,Offensive
10104,amp fuck theses dawg ass ho,Offensive
10105,see ya hoes amp em nothin,Offensive
10106,taste loud n pussy tongu,Offensive
10107,tell ceain specific people posting group corporate fb twitter page consistent retarded hashtag,Offensive
10108,turn hoe housewife cause know love thats miss,Offensive
10109,stand ex let go like bitch get life nobody stuntin yo ass,Offensive
10110,argue bitch nigga,Offensive
10111,believe jealous think goddamn bitch room take pic bed shi,Offensive
10112,believe someone announced movie crowd came bitch,Offensive
10113,believe ghetto fucks left little kid next playing fucking everything odds survival minim,Offensive
10114,believe nigga told put nutella bitch eat,Offensive
10115,blow bubbles whistle basically retard,Hate
10116,enteain hoes broke nigga,Offensive
10117,even away phone long karlie right crazy bitch,Offensive
10118,even find mock anymore scary mass ignorance terrifying  yes alas agre,Neither
10119,ever eat roast beef anymore without thinkin bout dark skin twat thanks lot twitter ig,Offensive
10120,express much hate sam far hands questions asked least favorite character bitch mad,Offensive
10121,fuck scary ho,Hate
10122,fuck ol bitch niggas dese dick,Hate
10123,fuck girls talk pussy social media,Offensive
10124,fuck hoe niggas trust hoes nieth,Offensive
10125,fuck mo hoe sorri,Offensive
10126,handle people give attitude dead quick like nasty bitch,Offensive
10127,never bitch nigga thats get treated like bitch,Offensive
10128,play flappy bird makes angri,Neither
10129,sleep ima watch spongebob eat crackers peanut butt,Neither
10130,stand fag bitch like fucc get amp make money,Offensive
10131,stand snobby stuck bitch,Offensive
10132,stand fat bitch next hairy ass legs kiss imik,Offensive
10133,stand see ex another ugly bitch,Offensive
10134,take yo bitch see yo bitch,Offensive
10135,take hoes serious everything nigga need woman look good amp,Offensive
10136,take serious wear colored contact,Neither
10137,talk anyone go answer little phone calls little bitches low bathroom foh,Offensive
10138,tell want fuck want slit throat,Offensive
10139,tell last time seen niggaz fight see bitches fight video daili,Offensive
10140,trust bitch,Offensive
10141,wait post designs new walkout shis sweaters hats official mock done tomorrow sexi,Neither
10142,wait turnup bitches miss,Offensive
10143,wait watch saints put weiner right cowboys butts dallas trash,Neither
10144,watch charlie st cloud cry like little baby every single tim,Neither
10145,second class bitch,Offensive
10146,disrespect ass bitch,Offensive
10147,cannot worried bout bitchcause know bitch could somewhere sucking dick ayeee,Offensive
10148,cannot express infinitely better book trash,Neither
10149,cant fuc wit bitch thats addicted drugz,Offensive
10150,chase bread hoes cause never met dollar aint lik,Offensive
10151,cheated bitches tf lol nobody even wanted committed shit,Offensive
10152,come wit rocks yu get popped light yellow chevy color popcorn,Offensive
10153,confess autistic something thought like yesterday,Neither
10154,copped uzi need bullets bitch,Offensive
10155,could never bring fw bitch nigga wears everybody else shit like um broke amp bummy ya fuccing boof,Offensive
10156,could b like chicks streets slingin pussy couple dollars im,Offensive
10157,could blank son bitch,Offensive
10158,could go brownie right,Neither
10159,could many bitches right lately loving fle,Offensive
10160,could say name butttttttt ya bitch already know,Offensive
10161,coulda sworn last bitch tunchi ig,Offensive
10162,mama joyce wedding grumpy ass bitch,Offensive
10163,press send tweet anchor babies even raw,Neither
10164,cuff ho,Offensive
10165,curved yo bitch welcom,Offensive
10166,cut life reason stupid bitch follow twitta,Offensive
10167,dare bitch key truck,Offensive
10168,def got shades darker cutting mama grass goes yellow frame lol,Neither
10169,definitely cant fw nigga associates wit bitches dont fw tf fuccing goofbal,Offensive
10170,despise clich aint original bitch copi,Offensive
10171,anything bitch hoes get hard dick nb,Offensive
10172,everything trust ho,Offensive
10173,everything except trust ho,Offensive
10174,go school  arizona full ugly hoes  crushes ended ugly high school damn sham,Offensive
10175,even get see baby today smh moms fault selfish bitch,Offensive
10176,forsake bitches wife getting fucked another nigga know married gotta di,Hate
10177,know nig g eazy reached million views one songs haha crazi,Offensive
10178,wanna see hoe ass pictures anyways take care fuckin kid,Offensive
10179,didnt buy alcohol weekend bought fags proud still quid tbh,Neither
10180,dnt let nobody borrow shit amp let girlfriend got sweats lol thas u know runnin shit u otha hoes cant get sock,Offensive
10181,alot fucking girl fuck around pussy since migos cam,Offensive
10182,da flow temple today fo nuttin dat jew wit funky hair tell subhuman tell mo human den monkey,Hate
10183,know one thing though bitches come go,Offensive
10184,shit bitches pussi,Offensive
10185,dog hoes one ho,Offensive
10186,talk trash regarding spo,Neither
10187,keep friends come go fuck bitches fake know,Offensive
10188,crying stripper bitches left dudes money tho sing,Offensive
10189,believe frenemies shit wats bitch like dat u tim,Offensive
10190,blame crash sharing probably talk trash like food truck,Neither
10191,buy pussy cuz free bitch buy lac,Offensive
10192,care hot bitch personality shit shes shit,Offensive
10193,care old put front bag takis eat bitch,Offensive
10194,care gay yeent bout calling bitch fish thinking shit sweet even like girl,Offensive
10195,chase bitches chas,Offensive
10196,even play flappy bird anymore fuck,Offensive
10197,fck wit luvv  wdnick pussy better crazy bitch apparently thot,Offensive
10198,feel like black people niggers black nigger imma tell idc,Offensive
10199,focus bitches bitches focus photography patricko,Offensive
10200,fuck wit bitches listen edm shit reason bitches havin mad energy like chil,Offensive
10201,fuck wit hoe nigga,Offensive
10202,fuck wit bitches cuz think slick,Offensive
10203,fuck niggas cause shady fuck bitches want babi,Offensive
10204,fuck iffy bitches niggas put fear hea bleed breath,Offensive
10205,get either pussy troll room truth opinions tl social media fuck,Offensive
10206,get standing ya tip toes pics hoes tak,Offensive
10207,get bitches blame hoe man cheated fault boyfriend could said,Offensive
10208,give fuck yo gal yo wifey yo boo came bitch tryna bon,Offensive
10209,glorify dis shit bitch,Offensive
10210,got type bad bitches thing iik,Offensive
10211,got bad mouth fuck shit ass bitch cunt shooby de doo wop,Offensive
10212,wife bitch night catching bodies might alright,Offensive
10213,iphone manually ignore ho,Offensive
10214,another face bitch fac,Offensive
10215,hoes myth,Offensive
10216,type bad bitches thing lik,Offensive
10217,hit women slap tf bitch close fisted business though cowardly shit,Offensive
10218,hold feelings old flings jus trade dem bitches like old rang,Offensive
10219,kick fuck nights bitch,Offensive
10220,know hoe activities consist bc paake shit many damn near tweet without ho,Offensive
10221,know told love project ho,Neither
10222,know stressful midterms flappy bird,Neither
10223,know broads drunk dial sleep ho,Offensive
10224,know maybe good quote good way feel seen way many petty life destroying bitches use quot,Offensive
10225,like bat man though fucked bitch twic,Offensive
10226,like bitch,Offensive
10227,like bitch amp pay weekend momma going town,Offensive
10228,live hoes man,Offensive
10229,love hoes love coupl,Offensive
10230,love bitches hoes fuck thought love money,Offensive
10231,love ho,Offensive
10232,make music niggas get bitch,Offensive
10233,need savin need get fucking high get pussi,Offensive
10234,owe shit bitch leave alon,Offensive
10235,may get one new lp available army green coloured vinyl,Neither
10236,pity hate sexual mutations necessary side effect proliferation sign fuck,Offensive
10237,put nothing pass nobody comes money n pussi,Offensive
10238,respect money respect real nicca,Offensive
10239,talk niccas talk god rel,Offensive
10240,trust bitch dog em,Offensive
10241,trust bitch,Offensive
10242,understand bitch,Offensive
10243,understand people say yea first time smoking get high cause damn fuckin sucks bruh retarded high,Offensive
10244,understand mad making track spoke volumes muthafuckas hoe amp bitch tracks femal,Offensive
10245,want bitch nigga already want sumn new runner easy nigga accept challeng,Offensive
10246,want bitch erybody bitch,Offensive
10247,want good girl fell inlove freak ho,Offensive
10248,want philly disease lol thot bitch,Offensive
10249,want boof hoes burnt girl,Offensive
10250,want sex bitch want ya neck bitch lol,Offensive
10251,want deal yesterday trash reason got thrown first plac,Neither
10252,light skin bitches unread texts amp still tweet nobody talk bitches outta control,Offensive
10253,donated expensive prom dresses teens afford buy one selfish bitch,Offensive
10254,done top done sipped juice said bird crumbs nev,Neither
10255,done dun kind shit niccas fills shit,Offensive
10256,done hit bout threes bitch,Offensive
10257,done seen lot fake shit bitch bad bas,Offensive
10258,dont even say nigga say nigger im like chuck norris say nigger word without checking should,Hate
10259,dont fuck wit hoes broke bitch,Offensive
10260,dont give single shit wear suit white cotton socks going assume functionally retard,Offensive
10261,dont got type bad bitches thang like aint got life cups ice every night,Offensive
10262,dont hide bitch im high im publ,Offensive
10263,dont kiss none ho,Offensive
10264,dont know niggah could cov,Offensive
10265,dont love ho,Offensive
10266,dont mess sneaky ppl nd hoe intent,Offensive
10267,dont mind gay people flamboyant hey look ima faggot kinda gays annoy bruh play wit ya booty peace ion car,Offensive
10268,dont say fuck bitches get money love em,Offensive
10269,dont think ive ever seen fight real world mean word fight yeah tons times damn bitch swung,Offensive
10270,dont understand rich people dress like trash,Neither
10271,drag bitch hair captain caveman nnn,Offensive
10272,dream twin girls lot yea karma know bitch,Offensive
10273,dress feel felt like bitch id dress like on,Offensive
10274,drive bitches waive girl stop,Offensive
10275,eat generic oreos baller budget bitch,Offensive
10276,eats pussi,Offensive
10277,fear niggah trust bitchhh,Offensive
10278,feel bad bitches never disney world,Offensive
10279,feel bad nicca tho ya girl hoe nicca,Offensive
10280,feel bad info time karmas bitch,Offensive
10281,feel every song hear soundtrack life relationship another keep mind last song pussy control,Offensive
10282,feel like got bitch slapped karma,Offensive
10283,feel like sad pussy shit pissed right idk feel,Offensive
10284,feel like bad bitch wear rhinestoned pocket jean,Offensive
10285,feel like bitch got heabroken day wed,Offensive
10286,feel like swag fag w shi lmao,Offensive
10287,feel like apa crowd like yes bitch lets indirectly talk shit,Offensive
10288,feel like gon homo revalution round dis bitch deez niggas expandin,Offensive
10289,feel like slapping bitch,Offensive
10290,feel like niggah pac bitches set,Offensive
10291,feel like hoe owe someth,Offensive
10292,feel alone miss much hate white trash raped killed daught,Offensive
10293,feel sorry fo niggas dat gtta make shit lie would hate think fuckin much,Offensive
10294,feel sorry mexican asian niggas got worse shaped bitches eah,Hate
10295,feel sorry nice people world actually solution hoes assholes thats problem,Offensive
10296,feel utterly retarded thanks big broth,Neither
10297,fell love wit side bitch crazy thing wasnt even bitch,Offensive
10298,fight love make something bitches think noth,Offensive
10299,figured hoes wanna play games fuck em leave em,Offensive
10300,find new song like play hoe way times lol,Offensive
10301,find funny asf people try tell live life like bitch stay shadows thank lol,Offensive
10302,find amusing senator anchor babi,Neither
10303,find hard believe cee lo raping hoes easy get panties success,Offensive
10304,fink catfish shit funny afta bitch thinks talking bow wow do,Offensive
10305,flipped dat pacc said fucc bitch n w,Offensive
10306,follow sum bush ass bitch,Offensive
10307,forgot white trash texarkana well arkansa,Hate
10308,found boom boom boom waaaaay ho girl fuck someone sing years progress,Offensive
10309,found arm trash receptacle leg mud stream consider keeping better track limb,Neither
10310,planet apes king kong clip,Neither
10311,fuck alien bitches demon angel bitches couple centaur bitches got really drunk fucked dragon chick couple times ughhh,Offensive
10312,fuck bad bitches stacy lattisaw nigga balls blue like avatar,Offensive
10313,fuck bitches better watch yah ho,Offensive
10314,fuck lux knowledge mooks presence delivery connecting people crazi,Offensive
10315,fucked bitch used dream coulda died came disbelief nah dont wish speak name shit weak,Offensive
10316,fucked shit yo bitch yesterday til stand straight called earlier asking could come get replay,Offensive
10317,fucked little sister last nightthe pussy right pussy tight,Offensive
